 a1 b1 p1 q1 a2 b2 p2 q2 choice
0 -0.368595537328033 -0.803612498460589 5.85508337112941 2.21177600237425 -0.298496201831102 0.779211242909944 5.23423702258679 1.5783215766072 1
1 0.944800577715676 -0.474128674135352 5.04431866688106 -1.47947086846174 -0.767631642091031 0.95930677824062 6.26893665673635 -1.29248319768753 0
2 0.30364304003691 0.565079139512855 6.20493969939738 1.84091493578338 0.772033108925939 -0.725577786790446 5.04545809807967 1.06650174256543 0
3 0.457566582879783 0.255848089603462 4.8587319866944 -0.656414257662822 0.214477689806204 0.020604221335067 4.44555171891555 -2.37461728196989 0
4 -0.09477595142313 -0.057214043631666 6.39338576610115 -2.39240565044472 0.189261524931957 0.319484817211896 4.76860414899301 -0.529083895676985 1
5 0.933818883795557 -0.004613302503971 6.16620282923748 0.430512024655335 0.193340350482342 -0.146814105515518 5.16333365870595 1.07566694686479 0
6 -0.342654651260655 0.833634074661153 5.96708077544555 2.43486273267483 0.885699086911976 -0.691773055276351 5.09289708748165 -2.8097142866849 0
7 0.015627326625095 -0.92992670668389 4.89675830338885 -1.70925657906574 -0.825907147944212 -0.087604703815662 4.61618175732419 -2.70997112870378 0
8 0.088400332305005 -0.211709983519813 4.44896033346788 1.41412025731947 0.966181245888382 -0.669833160789166 4.95619964089878 -0.42651378392581 0
9 -0.850546063403356 0.530432819841339 4.49158574970261 3.85083436935506 -0.961242820969517 -0.17393679448954 4.59156730328065 1.87879650962442 0
10 0.476687987395353 -0.665879115454008 5.08274676710999 2.80306104463952 0.956300181500434 0.481455831383158 5.48773546657302 -0.589308177736441 0
11 0.4445126874693 0.725589784740723 4.63027160669982 1.76115852349886 0.608927686828485 0.333157285848497 3.42924804429457 0.51248445375177 0
12 -0.898998735056418 -0.831256086194289 5.20316503666403 -3.78308332386698 0.158417424789384 0.38154986830914 5.97484810672611 3.0992439202905 1
13 -0.204440627420836 0.448189441731591 3.87550812743347 -2.74323880582655 0.442385034238581 -0.755129529812038 5.80897022188463 -2.47005470715012 0
14 -0.350695780043215 -0.875415690258452 5.86484938968864 -4.09943968443525 -0.952182067762622 0.911477285673698 4.30870473065275 1.17116036183755 1
15 -0.868717027686814 0.917997278930239 4.45140178097088 2.49470812432751 0.256959160533399 0.667465461381456 4.5738073702869 1.98972351112164 0
16 0.20936097146485 0.490649474156891 3.92579985957664 3.70870945032908 0.976336762656838 -0.597535918380612 5.23977068714425 -3.63157403072924 0
17 -0.645878888264225 -0.463773134287918 4.23222120812335 2.41020816346485 -0.224123512964964 0.270786137559813 3.65767346421238 2.36833131475159 0
18 0.5491505247767 -0.760203360468925 4.56601761196148 1.52127941771583 0.424998047498153 -0.555350343195131 4.53072371728068 2.05444480543988 1
19 -0.156174230144492 0.522964199619991 5.12695669080189 2.49684026251168 0.513218051666506 0.637943009464202 4.44535327612354 4.3499333508091 1
20 -0.887341532276829 -0.185635617254497 6.69551300410821 -1.16111311758622 0.388342234706876 0.913869013539802 4.69480014125421 -1.93541540447419 1
21 -0.955074873148616 -0.541212092679123 6.24363436281586 0.980370712345267 -0.591504372947088 -0.771214786445569 3.66889646817867 4.75174288831254 1
22 -0.978658945783532 0.405616175885012 3.91861105006551 -0.66676968492218 -0.817097596036494 -0.848754025517533 5.32181155877548 0.490590939787446 0
23 0.150646160430249 -0.325325367491546 5.30761263247831 -0.665838842609968 -0.805595212321347 0.164218758406978 5.05740963110697 -0.296371372693074 1
24 -0.116750890946757 0.259242803840156 6.21103430639388 2.91796307913116 0.464067735245134 0.907282775638796 5.97915029531315 -2.9729261706474 0
25 0.98884246853906 -0.455313792807083 4.78397602660905 0.192612813793659 -0.35748722494514 -0.615371983880836 5.1709205081838 -2.79722851858488 0
26 0.660543121886915 -0.359288652665511 3.64728257329008 1.15731630380007 0.204031279591628 -0.480477057298938 6.11981349253441 3.62566178042106 1
27 -0.863187515070836 -0.51604397669056 4.41878639145331 -1.74764152637738 -0.400959542324112 0.223766881065243 3.18025712788533 -2.34232580089087 1
28 0.450097198902501 -0.968658883033951 3.89798770552207 -1.20441873151144 0.13216444753382 -0.177167714891063 3.91220654395862 0.642274799717692 1
29 -0.97078483501382 -0.786770291855138 4.38377025942158 -0.160113494296423 0.79356877687471 0.982311152662335 4.46598448960754 -0.972967749879739 1
30 0.688593960068991 -0.345569475223198 5.69021420109572 -1.71394850163168 -0.205120934318308 0.10652078407594 4.41227972372768 0.647446963544694 1
31 0.626118528188344 0.808372507801602 5.88281196124389 -0.713699895316261 0.050717397483035 -0.949475439845162 4.58616052057278 0.16518539971599 0
32 0.218925182449293 -0.355799019879599 5.08123251408239 -1.61568778748427 -0.14897849909329 -0.400788444930654 4.99382806809471 0.655737282883158 1
33 -0.995365821016848 -0.809969178463005 4.32846386594258 1.35525751352749 0.805265848850406 -0.532124345529595 6.28300482466651 1.3991072106248 0
34 -0.260927341298523 -0.260831459550255 5.09365377494757 -2.5758425023492 -0.654706224907169 0.711109288667552 5.00328851711967 2.56680540293459 1
35 -0.560222675143851 0.342382609869371 4.73801805590963 1.92827733082504 0.622224700832983 0.345272948543363 4.64101727199023 0.182534961232282 0
36 0.713274327605148 -0.30234799885646 6.77589303605009 -1.90557261257413 0.523686425830783 -0.406192537341915 3.23595791304055 3.2403809494789 1
37 -0.768385039229108 0.433928686310902 5.98460651328766 -0.939779135552394 -0.819464419140779 -0.375697480000056 6.12675091043545 -0.455149870820593 0
38 0.285117176660609 -0.150398292615636 6.23410178390613 1.84928829886032 0.033098310007189 -0.703754814895811 4.62466870410507 -1.03044772300696 0
39 -0.195229555205106 -0.923423849990478 4.52778102448293 1.82116672141987 0.758743152537849 -0.094502742702749 6.48486712196083 -2.4722401461909 0
40 0.871446373682608 -0.302193687607861 3.97949013924987 -0.165528147039062 -0.280245434446618 0.621813366754242 3.68143958860263 -0.412317943730817 1
41 -0.373774425243383 -0.720025675237522 4.91301142250473 3.19680903417116 -0.83572690540029 -0.424317141702529 5.05651610482413 3.98717150150869 1
